Station,Date,Discharge,Discharge Flag,Manually Measured Discharge,Manual Measurement Ice Effect,Manual Measurement Quality,Data Source
07CD008,25-Sep-05,0.455,,,,,RAMP
07CD008,26-Sep-05,0.61,,,,,RAMP
07CD008,27-Sep-05,0.591,,,,,RAMP
07CD008,28-Sep-05,0.523,,,,,RAMP
07CD008,29-Sep-05,0.412,,,,,RAMP
07CD008,30-Sep-05,0.432,,,,,RAMP
07CD008,01-Oct-05,0.532,,,,,RAMP
07CD008,02-Oct-05,0.562,,,,,RAMP
07CD008,03-Oct-05,0.514,,,,,RAMP
07CD008,04-Oct-05,0.462,,,,,RAMP
07CD008,05-Oct-05,0.382,,,,,RAMP
07CD008,06-Oct-05,0.336,,,,,RAMP
07CD008,07-Oct-05,0.322,,,,,RAMP
07CD008,08-Oct-05,0.345,,,,,RAMP
07CD008,09-Oct-05,0.36,,,,,RAMP
07CD008,10-Oct-05,0.347,,0.291,no,Fair,RAMP
07CD008,17-Apr-06,0.547,,0.769,no,Excellent,RAMP
07CD008,18-Apr-06,0.527,,,,,RAMP
07CD008,19-Apr-06,0.514,,,,,RAMP
07CD008,20-Apr-06,0.469,,,,,RAMP
07CD008,21-Apr-06,0.445,,,,,RAMP
07CD008,22-Apr-06,0.426,,,,,RAMP
07CD008,23-Apr-06,0.39,,,,,RAMP
07CD008,24-Apr-06,0.363,,,,,RAMP
07CD008,25-Apr-06,0.335,,,,,RAMP
07CD008,26-Apr-06,0.313,,,,,RAMP
07CD008,27-Apr-06,0.301,,,,,RAMP
07CD008,28-Apr-06,0.286,,,,,RAMP
07CD008,29-Apr-06,0.277,,,,,RAMP
07CD008,30-Apr-06,0.36,,,,,RAMP
07CD008,01-May-06,0.549,,,,,RAMP
07CD008,02-May-06,0.705,,,,,RAMP
07CD008,03-May-06,0.672,,,,,RAMP
07CD008,04-May-06,0.931,,,,,RAMP
07CD008,05-May-06,1.38,,,,,RAMP
07CD008,06-May-06,1.25,,,,,RAMP
07CD008,07-May-06,1.08,,,,,RAMP
07CD008,08-May-06,0.954,,,,,RAMP
07CD008,09-May-06,0.974,,,,,RAMP
07CD008,10-May-06,1.13,,,,,RAMP
07CD008,11-May-06,1.16,,,,,RAMP
07CD008,12-May-06,1.08,,,,,RAMP
07CD008,13-May-06,0.947,,,,,RAMP
07CD008,14-May-06,0.871,,,,,RAMP
07CD008,15-May-06,0.783,,,,,RAMP
07CD008,16-May-06,0.679,,,,,RAMP
07CD008,17-May-06,0.615,,,,,RAMP
07CD008,18-May-06,0.572,,0.739,no,Excellent,RAMP
07CD008,19-May-06,0.536,,,,,RAMP
07CD008,20-May-06,0.481,,,,,RAMP
07CD008,21-May-06,0.574,,,,,RAMP
07CD008,22-May-06,0.96,,,,,RAMP
07CD008,23-May-06,1.2,,,,,RAMP
07CD008,24-May-06,1.43,,,,,RAMP
07CD008,25-May-06,1.97,,,,,RAMP
07CD008,26-May-06,1.87,,,,,RAMP
07CD008,27-May-06,1.6,,,,,RAMP
07CD008,28-May-06,1.35,,,,,RAMP
07CD008,29-May-06,1.14,,,,,RAMP
07CD008,30-May-06,0.95,,,,,RAMP
07CD008,31-May-06,0.86,,,,,RAMP
07CD008,01-Jun-06,0.752,,,,,RAMP
07CD008,02-Jun-06,0.67,,,,,RAMP
07CD008,03-Jun-06,0.613,,,,,RAMP
07CD008,04-Jun-06,0.583,,,,,RAMP
07CD008,05-Jun-06,0.535,,,,,RAMP
07CD008,06-Jun-06,0.487,,,,,RAMP
07CD008,07-Jun-06,0.451,,,,,RAMP
07CD008,08-Jun-06,0.419,,,,,RAMP
07CD008,09-Jun-06,0.396,,,,,RAMP
07CD008,10-Jun-06,0.398,,,,,RAMP
07CD008,11-Jun-06,0.409,,,,,RAMP
07CD008,12-Jun-06,0.401,,,,,RAMP
07CD008,13-Jun-06,0.376,,,,,RAMP
07CD008,14-Jun-06,0.349,,,,,RAMP
07CD008,15-Jun-06,0.328,,,,,RAMP
07CD008,16-Jun-06,0.307,,,,,RAMP
07CD008,17-Jun-06,0.353,,,,,RAMP
07CD008,18-Jun-06,0.56,,,,,RAMP
07CD008,19-Jun-06,0.591,,,,,RAMP
07CD008,20-Jun-06,0.518,,,,,RAMP
07CD008,21-Jun-06,0.452,,,,,RAMP
07CD008,22-Jun-06,0.411,,,,,RAMP
07CD008,23-Jun-06,0.366,,,,,RAMP
07CD008,24-Jun-06,0.331,,,,,RAMP
07CD008,25-Jun-06,0.299,,,,,RAMP
07CD008,26-Jun-06,0.276,,,,,RAMP
07CD008,27-Jun-06,0.261,,,,,RAMP
07CD008,28-Jun-06,0.243,,,,,RAMP
07CD008,29-Jun-06,0.227,,,,,RAMP
07CD008,30-Jun-06,0.215,,,,,RAMP
07CD008,01-Jul-06,0.205,,,,,RAMP
07CD008,02-Jul-06,0.195,,,,,RAMP
07CD008,03-Jul-06,0.188,,,,,RAMP
07CD008,04-Jul-06,0.182,,,,,RAMP
07CD008,05-Jul-06,0.178,,,,,RAMP
07CD008,06-Jul-06,0.182,,,,,RAMP
07CD008,07-Jul-06,0.181,,,,,RAMP
07CD008,08-Jul-06,0.181,,,,,RAMP
07CD008,09-Jul-06,0.189,,,,,RAMP
07CD008,10-Jul-06,0.202,,,,,RAMP
07CD008,11-Jul-06,0.992,,,,,RAMP
07CD008,12-Jul-06,2.11,,,,,RAMP
07CD008,13-Jul-06,2.03,,,,,RAMP
07CD008,14-Jul-06,2.51,,,,,RAMP
07CD008,15-Jul-06,2.34,,2.32,no,Excellent,RAMP
07CD008,16-Jul-06,1.89,,,,,RAMP
07CD008,17-Jul-06,1.52,,,,,RAMP
07CD008,18-Jul-06,1.38,,,,,RAMP
07CD008,19-Jul-06,1.22,,,,,RAMP
07CD008,20-Jul-06,1,,,,,RAMP
07CD008,21-Jul-06,0.808,,,,,RAMP
07CD008,22-Jul-06,0.652,,,,,RAMP
07CD008,23-Jul-06,0.533,,,,,RAMP
07CD008,24-Jul-06,0.474,,,,,RAMP
07CD008,25-Jul-06,0.462,,,,,RAMP
07CD008,26-Jul-06,0.45,,,,,RAMP
07CD008,27-Jul-06,0.485,,,,,RAMP
07CD008,28-Jul-06,0.489,,,,,RAMP
07CD008,29-Jul-06,0.449,,,,,RAMP
07CD008,30-Jul-06,0.575,,,,,RAMP
07CD008,31-Jul-06,0.814,,,,,RAMP
07CD008,01-Aug-06,1.1,,,,,RAMP
07CD008,02-Aug-06,1.13,,,,,RAMP
07CD008,03-Aug-06,1,,,,,RAMP
07CD008,04-Aug-06,0.849,,,,,RAMP
07CD008,05-Aug-06,0.75,,,,,RAMP
07CD008,06-Aug-06,0.674,,,,,RAMP
07CD008,07-Aug-06,0.613,,,,,RAMP
07CD008,08-Aug-06,0.548,,,,,RAMP
07CD008,09-Aug-06,0.495,,,,,RAMP
07CD008,10-Aug-06,0.447,,,,,RAMP
07CD008,11-Aug-06,0.412,,,,,RAMP
07CD008,12-Aug-06,0.445,,,,,RAMP
07CD008,13-Aug-06,0.484,,,,,RAMP
07CD008,14-Aug-06,0.449,,,,,RAMP
07CD008,15-Aug-06,0.628,,,,,RAMP
07CD008,16-Aug-06,1.12,,,,,RAMP
07CD008,17-Aug-06,0.952,,,,,RAMP
07CD008,18-Aug-06,0.794,,,,,RAMP
07CD008,19-Aug-06,0.665,,,,,RAMP
07CD008,20-Aug-06,0.563,,,,,RAMP
07CD008,21-Aug-06,0.49,,,,,RAMP
07CD008,22-Aug-06,0.428,,,,,RAMP
07CD008,23-Aug-06,0.372,,,,,RAMP
07CD008,24-Aug-06,0.336,,,,,RAMP
07CD008,25-Aug-06,0.304,,,,,RAMP
07CD008,26-Aug-06,0.283,,,,,RAMP
07CD008,27-Aug-06,0.267,,,,,RAMP
07CD008,28-Aug-06,0.257,,,,,RAMP
07CD008,29-Aug-06,0.244,,,,,RAMP
07CD008,30-Aug-06,0.258,,,,,RAMP
07CD008,31-Aug-06,0.396,,,,,RAMP
07CD008,01-Sep-06,0.489,,,,,RAMP
07CD008,02-Sep-06,0.48,,,,,RAMP
07CD008,03-Sep-06,0.431,,,,,RAMP
07CD008,04-Sep-06,0.384,,,,,RAMP
07CD008,05-Sep-06,0.342,,,,,RAMP
07CD008,06-Sep-06,0.311,,,,,RAMP
07CD008,07-Sep-06,0.291,,,,,RAMP
07CD008,08-Sep-06,0.276,,,,,RAMP
07CD008,09-Sep-06,0.264,,,,,RAMP
07CD008,10-Sep-06,0.25,,,,,RAMP
07CD008,11-Sep-06,0.24,,,,,RAMP
07CD008,12-Sep-06,0.234,,,,,RAMP
07CD008,13-Sep-06,0.225,,,,,RAMP
07CD008,14-Sep-06,0.223,,,,,RAMP
07CD008,15-Sep-06,0.228,,,,,RAMP
07CD008,16-Sep-06,0.231,,,,,RAMP
07CD008,17-Sep-06,0.262,,,,,RAMP
07CD008,18-Sep-06,0.297,,,,,RAMP
07CD008,19-Sep-06,0.321,,,,,RAMP
07CD008,20-Sep-06,0.333,,,,,RAMP
07CD008,21-Sep-06,0.328,,,,,RAMP
07CD008,22-Sep-06,0.322,,,,,RAMP
07CD008,23-Sep-06,0.313,,,,,RAMP
07CD008,24-Sep-06,0.305,,,,,RAMP
07CD008,25-Sep-06,0.322,,,,,RAMP
07CD008,26-Sep-06,0.446,,,,,RAMP
07CD008,27-Sep-06,0.569,,,,,RAMP
07CD008,28-Sep-06,0.677,,,,,RAMP
07CD008,29-Sep-06,0.71,,,,,RAMP
07CD008,30-Sep-06,0.671,,,,,RAMP
07CD008,01-Oct-06,0.642,,,,,RAMP
07CD008,02-Oct-06,0.706,,,,,RAMP
07CD008,03-Oct-06,0.734,,,,,RAMP
07CD008,04-Oct-06,0.697,,,,,RAMP
07CD008,05-Oct-06,0.63,,,,,RAMP
07CD008,06-Oct-06,0.57,,,,,RAMP
07CD008,07-Oct-06,0.542,,,,,RAMP
07CD008,08-Oct-06,0.605,,,,,RAMP
07CD008,09-Oct-06,0.603,,,,,RAMP
07CD008,10-Oct-06,0.567,,,,,RAMP
07CD008,11-Oct-06,0.518,,,,,RAMP
07CD008,12-Oct-06,0.481,,,,,RAMP
07CD008,13-Oct-06,0.451,,,,,RAMP
07CD008,14-Oct-06,0.432,,,,,RAMP
07CD008,15-Oct-06,0.414,,,,,RAMP
07CD008,16-Oct-06,0.4,,,,,RAMP
07CD008,17-Oct-06,0.373,,,,,RAMP
07CD008,18-Oct-06,0.366,,,,,RAMP
07CD008,19-Oct-06,0.348,,,,,RAMP
07CD008,20-Oct-06,0.334,,,,,RAMP
07CD008,21-Oct-06,0.321,,,,,RAMP
07CD008,22-Oct-06,0.314,,,,,RAMP
07CD008,23-Oct-06,0.312,,,,,RAMP
07CD008,24-Oct-06,0.313,,,,,RAMP
07CD008,25-Oct-06,0.311,,,,,RAMP
07CD008,26-Oct-06,0.308,,,,,RAMP
07CD008,27-Oct-06,0.3,,,,,RAMP
07CD008,28-Oct-06,0.283,,,,,RAMP
07CD008,29-Oct-06,0.284,,,,,RAMP
07CD008,30-Oct-06,0.285,,,,,RAMP
07CD008,31-Oct-06,0.247,,,,,RAMP
07CD008,01-Nov-06,0.241,,,,,RAMP
07CD008,02-Nov-06,0.31,A,0.31,no,Good,RAMP
07CD008,28-Apr-07,4.9,,5.54,no,Good,RAMP
07CD008,29-Apr-07,4.37,,,,,RAMP
07CD008,30-Apr-07,3.91,,,,,RAMP
07CD008,01-May-07,3.53,,,,,RAMP
07CD008,02-May-07,3.19,,,,,RAMP
07CD008,03-May-07,3.26,,,,,RAMP
07CD008,04-May-07,3.22,,,,,RAMP
07CD008,05-May-07,3.17,,,,,RAMP
07CD008,06-May-07,2.98,,,,,RAMP
07CD008,07-May-07,2.72,,,,,RAMP
07CD008,08-May-07,2.44,,,,,RAMP
07CD008,09-May-07,2.21,,,,,RAMP
07CD008,10-May-07,2.02,,,,,RAMP
07CD008,11-May-07,1.85,,,,,RAMP
07CD008,12-May-07,1.73,,,,,RAMP
07CD008,13-May-07,1.57,,,,,RAMP
07CD008,14-May-07,1.39,,,,,RAMP
07CD008,15-May-07,1.21,,,,,RAMP
07CD008,16-May-07,1.07,,,,,RAMP
07CD008,17-May-07,0.948,,,,,RAMP
07CD008,18-May-07,0.855,,,,,RAMP
07CD008,19-May-07,0.795,,,,,RAMP
07CD008,20-May-07,0.784,,,,,RAMP
07CD008,21-May-07,0.775,,,,,RAMP
07CD008,22-May-07,0.737,,,,,RAMP
07CD008,23-May-07,0.684,,,,,RAMP
07CD008,24-May-07,0.639,,,,,RAMP
07CD008,25-May-07,0.602,,,,,RAMP
07CD008,26-May-07,0.566,,,,,RAMP
07CD008,27-May-07,0.534,,,,,RAMP
07CD008,28-May-07,0.51,,,,,RAMP
07CD008,29-May-07,0.465,,,,,RAMP
07CD008,30-May-07,0.423,,,,,RAMP
07CD008,31-May-07,0.383,,,,,RAMP
07CD008,01-Jun-07,0.352,,,,,RAMP
07CD008,02-Jun-07,0.325,,,,,RAMP
07CD008,03-Jun-07,0.303,,,,,RAMP
07CD008,04-Jun-07,0.291,,,,,RAMP
07CD008,05-Jun-07,0.276,,,,,RAMP
07CD008,06-Jun-07,0.256,,,,,RAMP
07CD008,07-Jun-07,0.243,,,,,RAMP
07CD008,08-Jun-07,0.231,,,,,RAMP
07CD008,09-Jun-07,0.22,,,,,RAMP
07CD008,10-Jun-07,0.215,,,,,RAMP
07CD008,11-Jun-07,0.223,,,,,RAMP
07CD008,12-Jun-07,0.241,,,,,RAMP
07CD008,13-Jun-07,0.252,,,,,RAMP
07CD008,14-Jun-07,0.256,,,,,RAMP
07CD008,15-Jun-07,0.24,,,,,RAMP
07CD008,16-Jun-07,0.231,,,,,RAMP
07CD008,17-Jun-07,0.224,,0.165,no,Good,RAMP
07CD008,18-Jun-07,0.218,,,,,RAMP
07CD008,19-Jun-07,0.246,,,,,RAMP
07CD008,20-Jun-07,0.291,,,,,RAMP
07CD008,21-Jun-07,0.3,,,,,RAMP
07CD008,22-Jun-07,0.294,,,,,RAMP
07CD008,23-Jun-07,0.298,,,,,RAMP
07CD008,24-Jun-07,0.352,,,,,RAMP
07CD008,25-Jun-07,0.385,,,,,RAMP
07CD008,26-Jun-07,0.436,,,,,RAMP
07CD008,27-Jun-07,0.415,,,,,RAMP
07CD008,28-Jun-07,0.367,,,,,RAMP
07CD008,29-Jun-07,0.333,,,,,RAMP
07CD008,30-Jun-07,0.342,,,,,RAMP
07CD008,01-Jul-07,0.359,,,,,RAMP
07CD008,02-Jul-07,0.33,,,,,RAMP
07CD008,03-Jul-07,0.299,,,,,RAMP
07CD008,04-Jul-07,0.274,,,,,RAMP
07CD008,05-Jul-07,0.257,,,,,RAMP
07CD008,06-Jul-07,0.246,,,,,RAMP
07CD008,07-Jul-07,0.244,,,,,RAMP
07CD008,08-Jul-07,0.277,,,,,RAMP
07CD008,09-Jul-07,0.299,,,,,RAMP
07CD008,10-Jul-07,0.342,,,,,RAMP
07CD008,11-Jul-07,0.46,,,,,RAMP
07CD008,12-Jul-07,,M,,,,RAMP
07CD008,13-Jul-07,,M,,,,RAMP
07CD008,14-Jul-07,,M,,,,RAMP
07CD008,15-Jul-07,,M,,,,RAMP
07CD008,16-Jul-07,,M,,,,RAMP
07CD008,17-Jul-07,,M,,,,RAMP
07CD008,18-Jul-07,,M,,,,RAMP
07CD008,19-Jul-07,,M,,,,RAMP
07CD008,20-Jul-07,,M,,,,RAMP
07CD008,21-Jul-07,,M,,,,RAMP
07CD008,22-Jul-07,,M,,,,RAMP
07CD008,23-Jul-07,,M,,,,RAMP
07CD008,24-Jul-07,,M,,,,RAMP
07CD008,25-Jul-07,,M,,,,RAMP
07CD008,26-Jul-07,,M,,,,RAMP
07CD008,27-Jul-07,,M,,,,RAMP
07CD008,28-Jul-07,,M,,,,RAMP
07CD008,29-Jul-07,,M,,,,RAMP
07CD008,30-Jul-07,,M,,,,RAMP
07CD008,31-Jul-07,,M,,,,RAMP
07CD008,01-Aug-07,,M,,,,RAMP
07CD008,02-Aug-07,,M,,,,RAMP
07CD008,03-Aug-07,,M,,,,RAMP
07CD008,04-Aug-07,,M,,,,RAMP
07CD008,05-Aug-07,,M,,,,RAMP
07CD008,06-Aug-07,0.629,A,0.629,no,Good,RAMP
07CD008,07-Aug-07,,M,,,,RAMP
07CD008,08-Aug-07,,M,,,,RAMP
07CD008,09-Aug-07,,M,,,,RAMP
07CD008,10-Aug-07,,M,,,,RAMP
07CD008,11-Aug-07,,M,,,,RAMP
07CD008,12-Aug-07,,M,,,,RAMP
07CD008,13-Aug-07,,M,,,,RAMP
07CD008,14-Aug-07,,M,,,,RAMP
07CD008,15-Aug-07,0.648,,,,,RAMP
07CD008,16-Aug-07,0.601,,,,,RAMP
07CD008,17-Aug-07,0.55,,,,,RAMP
07CD008,18-Aug-07,0.545,,,,,RAMP
07CD008,19-Aug-07,0.56,,,,,RAMP
07CD008,20-Aug-07,0.636,,,,,RAMP
07CD008,21-Aug-07,0.784,,,,,RAMP
07CD008,22-Aug-07,1.72,,,,,RAMP
07CD008,23-Aug-07,2.38,,,,,RAMP
07CD008,24-Aug-07,2.25,,,,,RAMP
07CD008,25-Aug-07,1.97,,,,,RAMP
07CD008,26-Aug-07,1.77,,,,,RAMP
07CD008,27-Aug-07,1.55,,,,,RAMP
07CD008,28-Aug-07,1.36,,,,,RAMP
07CD008,29-Aug-07,1.18,,,,,RAMP
07CD008,30-Aug-07,1.07,,,,,RAMP
07CD008,31-Aug-07,1.02,,,,,RAMP
07CD008,01-Sep-07,0.909,,,,,RAMP
07CD008,02-Sep-07,0.811,,,,,RAMP
07CD008,03-Sep-07,0.749,,,,,RAMP
07CD008,04-Sep-07,0.731,,,,,RAMP
07CD008,05-Sep-07,0.691,,,,,RAMP
07CD008,06-Sep-07,0.633,,,,,RAMP
07CD008,07-Sep-07,0.666,,,,,RAMP
07CD008,08-Sep-07,0.69,,,,,RAMP
07CD008,09-Sep-07,0.742,,,,,RAMP
07CD008,10-Sep-07,0.68,,,,,RAMP
07CD008,11-Sep-07,0.672,,,,,RAMP
07CD008,12-Sep-07,0.645,,,,,RAMP
07CD008,13-Sep-07,0.765,,,,,RAMP
07CD008,14-Sep-07,0.815,,,,,RAMP
07CD008,15-Sep-07,0.772,,,,,RAMP
07CD008,16-Sep-07,0.696,,,,,RAMP
07CD008,17-Sep-07,0.673,,,,,RAMP
07CD008,18-Sep-07,0.605,,,,,RAMP
07CD008,19-Sep-07,0.556,,0.698,no,Good,RAMP
07CD008,20-Sep-07,0.559,,,,,RAMP
07CD008,21-Sep-07,0.535,,,,,RAMP
07CD008,22-Sep-07,0.511,,,,,RAMP
07CD008,23-Sep-07,0.478,,,,,RAMP
07CD008,24-Sep-07,0.487,,,,,RAMP
07CD008,25-Sep-07,0.48,,,,,RAMP
07CD008,26-Sep-07,0.451,,,,,RAMP
07CD008,27-Sep-07,0.415,,,,,RAMP
07CD008,28-Sep-07,0.404,,,,,RAMP
07CD008,29-Sep-07,0.363,,,,,RAMP
07CD008,30-Sep-07,0.345,,,,,RAMP
07CD008,01-Oct-07,0.336,,,,,RAMP
07CD008,02-Oct-07,0.341,,,,,RAMP
07CD008,03-Oct-07,0.3,,,,,RAMP
07CD008,04-Oct-07,0.266,,,,,RAMP
07CD008,05-Oct-07,0.262,,,,,RAMP
07CD008,06-Oct-07,0.268,,,,,RAMP
07CD008,07-Oct-07,0.255,,,,,RAMP
07CD008,08-Oct-07,0.237,,,,,RAMP
07CD008,09-Oct-07,0.208,,,,,RAMP
07CD008,10-Oct-07,0.198,,,,,RAMP
07CD008,11-Oct-07,0.195,,,,,RAMP
07CD008,12-Oct-07,0.186,,,,,RAMP
07CD008,13-Oct-07,0.183,,,,,RAMP
07CD008,14-Oct-07,0.189,,,,,RAMP
07CD008,15-Oct-07,0.18,,,,,RAMP
07CD008,16-Oct-07,0.173,,,,,RAMP
07CD008,17-Oct-07,0.162,,,,,RAMP
07CD008,18-Oct-07,0.158,,,,,RAMP
07CD008,19-Oct-07,0.148,,0.253,no,Excellent,RAMP
07CD008,06-May-08,4.59,,4.66,no,Good,RAMP
07CD008,07-May-08,4.28,,,,,RAMP
07CD008,08-May-08,3.87,,,,,RAMP
07CD008,09-May-08,3.43,,,,,RAMP
07CD008,10-May-08,3.11,,,,,RAMP
07CD008,11-May-08,2.88,,,,,RAMP
07CD008,12-May-08,2.68,,,,,RAMP
07CD008,13-May-08,2.48,,,,,RAMP
07CD008,14-May-08,2.31,,,,,RAMP
07CD008,15-May-08,2.17,,,,,RAMP
07CD008,16-May-08,2.01,,,,,RAMP
07CD008,17-May-08,1.79,,,,,RAMP
07CD008,18-May-08,1.6,,,,,RAMP
07CD008,19-May-08,1.46,,,,,RAMP
07CD008,20-May-08,1.34,,,,,RAMP
07CD008,21-May-08,1.2,,,,,RAMP
07CD008,22-May-08,1.13,,,,,RAMP
07CD008,23-May-08,1.07,,,,,RAMP
07CD008,24-May-08,0.983,,,,,RAMP
07CD008,25-May-08,0.913,,,,,RAMP
07CD008,26-May-08,0.822,,,,,RAMP
07CD008,27-May-08,0.738,,,,,RAMP
07CD008,28-May-08,0.686,,,,,RAMP
07CD008,29-May-08,0.632,,,,,RAMP
07CD008,30-May-08,0.59,,,,,RAMP
07CD008,31-May-08,0.557,,,,,RAMP
07CD008,01-Jun-08,0.518,,,,,RAMP
07CD008,02-Jun-08,0.48,,,,,RAMP
07CD008,03-Jun-08,0.462,,,,,RAMP
07CD008,04-Jun-08,0.439,,,,,RAMP
07CD008,05-Jun-08,0.409,,,,,RAMP
07CD008,06-Jun-08,0.381,,,,,RAMP
07CD008,07-Jun-08,0.365,,,,,RAMP
07CD008,08-Jun-08,0.362,,,,,RAMP
07CD008,09-Jun-08,0.382,,,,,RAMP
07CD008,10-Jun-08,0.391,,,,,RAMP
07CD008,11-Jun-08,0.387,,,,,RAMP
07CD008,12-Jun-08,0.365,,,,,RAMP
07CD008,13-Jun-08,0.348,,,,,RAMP
07CD008,14-Jun-08,0.497,,,,,RAMP
07CD008,15-Jun-08,0.81,,,,,RAMP
07CD008,16-Jun-08,0.893,,,,,RAMP
07CD008,17-Jun-08,0.873,,,,,RAMP
07CD008,18-Jun-08,0.874,,,,,RAMP
07CD008,19-Jun-08,0.806,,,,,RAMP
07CD008,20-Jun-08,0.758,,,,,RAMP
07CD008,21-Jun-08,0.7,,,,,RAMP
07CD008,22-Jun-08,0.623,,0.742,no,Good,RAMP
07CD008,23-Jun-08,0.587,,,,,RAMP
07CD008,24-Jun-08,0.546,,,,,RAMP
07CD008,25-Jun-08,0.501,,,,,RAMP
07CD008,26-Jun-08,0.453,,,,,RAMP
07CD008,27-Jun-08,0.417,,,,,RAMP
07CD008,28-Jun-08,0.394,,,,,RAMP
07CD008,29-Jun-08,0.373,,,,,RAMP
07CD008,30-Jun-08,0.351,,,,,RAMP
07CD008,01-Jul-08,0.327,,,,,RAMP
07CD008,02-Jul-08,0.315,,,,,RAMP
07CD008,03-Jul-08,0.306,,,,,RAMP
07CD008,04-Jul-08,0.296,,,,,RAMP
07CD008,05-Jul-08,0.296,,,,,RAMP
07CD008,06-Jul-08,0.303,,,,,RAMP
07CD008,07-Jul-08,0.302,,,,,RAMP
07CD008,08-Jul-08,0.292,,,,,RAMP
07CD008,09-Jul-08,0.286,,,,,RAMP
07CD008,10-Jul-08,0.271,,,,,RAMP
07CD008,11-Jul-08,0.264,,,,,RAMP
07CD008,12-Jul-08,0.273,,,,,RAMP
07CD008,13-Jul-08,0.289,,,,,RAMP
07CD008,14-Jul-08,0.363,,,,,RAMP
07CD008,15-Jul-08,0.381,,,,,RAMP
07CD008,16-Jul-08,0.389,,,,,RAMP
07CD008,17-Jul-08,0.397,,,,,RAMP
07CD008,18-Jul-08,0.39,,,,,RAMP
07CD008,19-Jul-08,0.369,,,,,RAMP
07CD008,20-Jul-08,0.343,,,,,RAMP
07CD008,21-Jul-08,0.32,,,,,RAMP
07CD008,22-Jul-08,0.301,,,,,RAMP
07CD008,23-Jul-08,0.284,,,,,RAMP
07CD008,24-Jul-08,0.267,,,,,RAMP
07CD008,25-Jul-08,0.259,,,,,RAMP
07CD008,26-Jul-08,0.25,,,,,RAMP
07CD008,27-Jul-08,0.244,,,,,RAMP
07CD008,28-Jul-08,0.247,,,,,RAMP
07CD008,29-Jul-08,0.266,,,,,RAMP
07CD008,30-Jul-08,0.262,,,,,RAMP
07CD008,31-Jul-08,0.309,,,,,RAMP
07CD008,01-Aug-08,0.348,,,,,RAMP
07CD008,02-Aug-08,0.561,,,,,RAMP
07CD008,03-Aug-08,1.12,,,,,RAMP
07CD008,04-Aug-08,1.26,,,,,RAMP
07CD008,05-Aug-08,1.14,,1.32,no,Excellent,RAMP
07CD008,06-Aug-08,0.972,,,,,RAMP
07CD008,07-Aug-08,0.814,,,,,RAMP
07CD008,08-Aug-08,0.679,,,,,RAMP
07CD008,09-Aug-08,0.584,,,,,RAMP
07CD008,10-Aug-08,0.504,,,,,RAMP
07CD008,11-Aug-08,0.569,,,,,RAMP
07CD008,12-Aug-08,2.08,,,,,RAMP
07CD008,13-Aug-08,7.42,,,,,RAMP
07CD008,14-Aug-08,9.15,,,,,RAMP
07CD008,15-Aug-08,7.97,,,,,RAMP
07CD008,16-Aug-08,6.25,,,,,RAMP
07CD008,17-Aug-08,4.91,,,,,RAMP
07CD008,18-Aug-08,3.88,,,,,RAMP
07CD008,19-Aug-08,3.15,,,,,RAMP
07CD008,20-Aug-08,2.56,,,,,RAMP
07CD008,21-Aug-08,2.16,,,,,RAMP
07CD008,22-Aug-08,1.86,,,,,RAMP
07CD008,23-Aug-08,1.65,,,,,RAMP
07CD008,24-Aug-08,1.44,,,,,RAMP
07CD008,25-Aug-08,1.24,,,,,RAMP
07CD008,26-Aug-08,1.08,,,,,RAMP
07CD008,27-Aug-08,0.913,,,,,RAMP
07CD008,28-Aug-08,0.799,,,,,RAMP
07CD008,29-Aug-08,0.727,,,,,RAMP
07CD008,30-Aug-08,0.747,,,,,RAMP
07CD008,31-Aug-08,0.818,,,,,RAMP
07CD008,01-Sep-08,0.783,,,,,RAMP
07CD008,02-Sep-08,0.702,,,,,RAMP
07CD008,03-Sep-08,0.649,,,,,RAMP
07CD008,04-Sep-08,0.619,,,,,RAMP
07CD008,05-Sep-08,0.603,,,,,RAMP
07CD008,06-Sep-08,0.611,,,,,RAMP
07CD008,07-Sep-08,0.597,,,,,RAMP
07CD008,08-Sep-08,0.576,,0.555,no,Good,RAMP
07CD008,09-Sep-08,0.571,,,,,RAMP
07CD008,10-Sep-08,0.565,,,,,RAMP
07CD008,11-Sep-08,0.546,,,,,RAMP
07CD008,12-Sep-08,0.577,,,,,RAMP
07CD008,13-Sep-08,0.607,,,,,RAMP
07CD008,14-Sep-08,0.581,,,,,RAMP
07CD008,15-Sep-08,0.545,,,,,RAMP
07CD008,16-Sep-08,0.52,,,,,RAMP
07CD008,17-Sep-08,0.496,,,,,RAMP
07CD008,18-Sep-08,0.476,,,,,RAMP
07CD008,19-Sep-08,0.464,,,,,RAMP
07CD008,20-Sep-08,0.45,,,,,RAMP
07CD008,21-Sep-08,0.433,,,,,RAMP
07CD008,22-Sep-08,0.437,,,,,RAMP
07CD008,23-Sep-08,0.438,,,,,RAMP
07CD008,24-Sep-08,0.441,,,,,RAMP
07CD008,25-Sep-08,0.43,,,,,RAMP
07CD008,26-Sep-08,0.414,,,,,RAMP
07CD008,27-Sep-08,0.404,,,,,RAMP
07CD008,28-Sep-08,0.425,,,,,RAMP
07CD008,29-Sep-08,0.441,,,,,RAMP
07CD008,30-Sep-08,0.419,,,,,RAMP
07CD008,01-Oct-08,0.39,,,,,RAMP
07CD008,02-Oct-08,0.369,,,,,RAMP
